,text,label
724,MDXBNB Farm,neutral
725,Limited Edition Seasonal NFT,neutral
726,Higher APY for Pools,neutral
727,Proposal to Boost the TUSDBUSD Farm,neutral
728,sección de mercado para cantantes,neutral
729,End Reset of Unstaking Period  Auto Cake,neutral
730,Create Polkadot DOT Syrup Pool,neutral
731,Put current coin  token value,neutral
732,add a stoplimit  mechanism for trading in pancakeswap,neutral
733,Proposal to add Dust Recycler,neutral
734,Creating Pancakeswap for Eth as well,neutral
735,Proposal for a Moonpot Syrup Pool and Farm,neutral
736,Make bmonbnb a core farm,bullish
737,PROTECTING INVESTORS FROM SCAMMERS,neutral
738,My cake Defi Pet,neutral
739,Acheivement points can convert to cake token,neutral
740,So much better  Muchisimo mejor,neutral
741,Allow Public To Their Own Pools 2 Feecake burn,neutral
742,BTC Pool,neutral
743,FARM AUCTION IMPROVEMENT PLAN,neutral
744,Adjustments to lottery,neutral
745,Change Max CAKE Restriction From Time To Interest Rate,neutral
746,Proposal to Boost the RAMPBUSD Farm,neutral
747,Cake Supply Statistics,neutral
748,STAKE CAKE EARN EGLD,neutral
749,Add MONSTACAKE Farm to syrup pool,neutral
750,PancakeSwap Casino,neutral
751,Stable Coin Staking on PCS,neutral
752,Proposal for unstaking fee based on ,neutral
753,Cake monopoly,neutral
754,LONG TERM CAKE STAKING,neutral
755,Marketplace for NFT trading,neutral
756,Proposal to Boost the KALMBNB Farm,neutral
757,CAKE NFTs Pool,neutral
758,Pancakeswap blockchain game We need that Rewards in Cake or NFTs,neutral
759,I really want this proposal to be in true asap,neutral
760,Proposal to Boost the BELBNB Farm Plus a New Syrup Pool,bullish
761,Create a play to earn kitchen game,neutral
762,Proposal for a Phala Network Syrup Pool and Farm,neutral
763,BSWBNB farm and syrup pool,neutral
764,CAKE in Binance Launchpad,neutral
765,Creating a Dao,neutral
766,Random NFT rewards so everyone can get it,neutral
767,Increase BSCBNB LP multiplier,neutral
768,Decentralize pancake website proposal,neutral
769,Proposal for a NAOS Finance Syrup Pool and Farm,neutral
770,Diversified farming,neutral
771,increase BNB  ONE multiplier to 05,neutral
772,Proposal to keep balanced the farmings according to the risk,neutral
773,Make cake fee burn,neutral
774,Increase cakebnb LP reward,neutral
775,Prediction game to be gambled in cake A  should be burned,neutral
776,Do you like chocolate Easter bunnies should we be able to trade chocolate on Pancakeswap,neutral
777,Proposal for a Qubit Syrup Pool and Farm,neutral
778,CROXBNB Farm  Syrup pool,neutral
779,Lets Create a syrup pool For Game Ace Token,neutral
780,Proposal for a PowerPool Syrup Pool and BSCDEFI Farm,neutral
781,Proposal for a BunnyPark Syrup Pool and Farm,neutral
782,Advance on Syrup Pool Auto Cake Rewards,neutral
783,Stop giving away 10000 cake every other day in the lottery,neutral
784,increase cake pool apy,neutral
785,PancakeSwap Game,neutral
786,Proposal for a Step Hero Syrup Pool and Farm,neutral
787,GNT  BUSD Farm,neutral
788,V3,neutral
789,Multichain,neutral
790,Changable Fiat,bearish
791,Change Burning Address to 0x0000000000000000000000000000000000000000,bearish
792,cake automatic pool,bearish
793,Proposal for a Telos Syrup Pool and Farm,neutral
794,Display historical graph of APR  total staked for Auto CAKE pool,neutral
795,Pancake Expansion to other networks like matic cardano ether etc,neutral
796,Create a list of scam tokens to block them,neutral
797,PCS start planning for Multi Chain,neutral
798,NFT Staking,neutral
799,Make it possible to autobuy tickets until stopped or cake and bnb in wallet runs out,neutral
800,Proposal to Boost the CHESSUSDC farm and a New Syrup Pool,neutral
801,Voting test,neutral
802,对高风险项目进行处理,neutral
803,Increase AUTOCAKE staking APY rewards,neutral
804,Add persian language,neutral
805,Hi guys  HaAirdropping a portion of PancakeSquad NFTs to CAKE stakers,neutral
806,New Cake NFT token  Used To Buy NFT,neutral
807,OUTOCAKE,neutral
808,Lottery prize pool allocation,neutral
809,Predictions betting on better odds will balance winnings more  burn cake,neutral
810,Predictions  Betting on higher odds will burn more cake,neutral
811,NFT MARKETPLACE,bearish
812,111,bearish
813,CAKE Burnout Rewards New usecaseinvestment to lower the circulating supply,bearish
814,Buy things on the pancake shop with cake,bearish
815,Longer stakes bigger cakes,neutral
816,Proposal for an APENFT NFT Syrup Pool and Farm,neutral
817, CAKE moves to 100 ,neutral
818,Want Trading transactions,neutral
819,Lottery modification,neutral
820,Airdrop for cake holders,neutral
821,Birthday,neutral
822,Change the Flippy soundwhich is old now to a better newer sound,neutral
823,CAKE Pool to earn NFTs,neutral
824,Borrow and lending service,neutral
825,Use Points to purchase NFTs,neutral
826,Pancake Swap Cake is salty or sweet,neutral
827,MAKE CAKE MORE SAFE,neutral
828,Lottery change,neutral
829,NFT Genesis Collection as Lottery Tickets,neutral
830,User interface needs more help tips on Home and Farm pages,neutral
831,CAKE Advent Calendar,neutral
832,hi,neutral
833,Stake CAKE earn RAMP,neutral
834,Excellent Website,neutral
835,List tokens in exchange by value,neutral
836,Add list of ways to get profile points,neutral
837,CADINU Whitepaper,neutral
838,Have the 100 cake limit for new pools for 72hrs,neutral
839,Increase frequency of IFOs,neutral
840,Use celebrities for promotion of platform,neutral
841,NFT for first year users,neutral
842,Increase Stacking Rewards and also Increase the  Burning from Lottery,neutral
843,Onboard users with PancakeSquad videos explaining the ecosystem,neutral
844,Be more explicit about how to get the Pancakswap nft,neutral
845,Основная платформа обмена и торговли NFT,neutral
846,Add Waultx  BNB pair to Farm,neutral
847,New token kace for nft market and same airdrop to cake holders,neutral
848,Locked CAKE pool with Higher APY,neutral
849,NFT for quality proposal,neutral
850,Cake APY History GraphChart,neutral
851,Allow Comments section on Polls,neutral
852,Give everyone who votes on this proposal a free PancakeSquad NFT,neutral
853,NFTs for people who participated in votingcreators voters,neutral
854,Add tokens for exchange from Eth and other networks,neutral
855,H,neutral
856,Referral program,neutral
857,Whatsapp or telegram partnership for using owned NFTs as a profile picture,neutral
858,Cake Utility  Trade NFTs with CAKE,neutral
859,NFT Market  Add Auction and Buy Orders,neutral
860,Fix Auto Cake APY at 100,neutral
861,Using cake to buy nfts,neutral
862,Community Cake Burner Will burn unlimited cake  0 Emission,neutral
863,对彩票机制做出修改的意见,neutral
864,Suggest changes to the lottery mechanism,neutral
865,Restrict Pancakesquad minting to 1 per wallet,neutral
866,INCREASE CAKE TRADE BURN ON NFT MARKETPLACE FOR PHASE 1 TO 5,neutral
867,Monthly change of the profile creation NFT,neutral
868,Give 1000 people  who stake autocake a random nfts rewards,neutral
869,USE  NFTS to earn Cake,neutral
870,Increase the frequency of IFO,neutral
871,Limit Orders For Swap,neutral
872,Cut emession below 10,neutral
873,A Call For Cake Emission reduction,neutral
874,Proposal for a Beta Finance Syrup Pool and Farm,neutral
875,Cut cake emissions,neutral
876,İncrease AUTO CAKE POOK APY,neutral
877,Make CAKE Deflationary,neutral
878,Tax the whales,neutral
879,NFT sale and buy with CAKE or BNB on pancakeswapfinance platform,neutral
880,Use CAKE token for NFT trading,neutral
881,Second Chance,neutral
882,NFT releases Fair treatment,neutral
883,Reward Gen Zero PanckaeSwap Users,neutral
884,Use CAKE to buy NFTs,neutral
885,Option to Mark a Proposal as Spam,neutral
886,PACOCA Pool,neutral
887,Syrup Pool to Earn Jokercoin JOK,neutral
888,NFT Presale Priority System,neutral
889,Pancake Squad Pay Cakes to Reroll Traits High Cake Burn,neutral
890,Proposal to Use CAKE in Farms in Place of BNB,neutral
891,Proposal for a Radio Caca Farm and Syrup Pool,neutral
892,Can we add a recently sold feature for the NFT marketplace,neutral
893,Use cake tokens,neutral
894,Seperate Telegram group for nft talk,neutral
895,NFT utility,neutral
896,Support Etherium not for farming,neutral
897,Use Pancake Squad NFT as Multiplier for Auto Cake,neutral
898,Use Pancake Squad NFT as multiplier in AUTO CAKE,neutral
899,Use part of nft market fees to buy random nft and burn it,neutral
900,Staking Pool For Dogecoin,neutral
901,Restructuring the future of pancakeswao nft sales,neutral
902,Сжигание,neutral
903,Proposal for a Rangers Protocol RPG Syrup Pool and Farm,neutral
904,do you have nft pancake,neutral
905,CAKE Maximum Supply to 500 Million,neutral
906,Radio Caca RACA Farm or Syrup Pool,neutral
907,Increase Burn of cake,neutral
908,Proposal for a Trust wallet Token syrup pool,neutral
909,Dust Swap Option,neutral
910,Staking ultrasafe,neutral
911,Cake for Charity,neutral
912,Change cost basis of NFT marketplace and lotto from BNB to CAKE,neutral
913,Pancake NFT Staking Capability,neutral
914,Offers on NFTs BIDS,neutral
915,Pancakeswap fan token,neutral
916,Time Locked Pools for Instantly Available Yield,neutral
917,thetan arena,neutral
918,NFT Characters with Special Abilities ,neutral
919,Cooperation with Blizzard Entertainment,neutral
920,Buyback cake everday and  burn weekly,neutral
921,New Deflationary NFT  With NFT Burning,neutral
922,Limit autocompound,neutral
923,Proposal for an MCDEX MCB Syrup Pool and Farm,neutral
924,Offers On NFTS,neutral
925,Alliance with Cardano ,neutral
926,STAKE FINE AGAIN IN FARM OR IN POOLS,neutral
927,PROPOSAL TO STAKE FINE AGAIN IN FARM OR IN POOLS,neutral
928,Make a game on pancakeswap dex like axie infinity,neutral
929,NFT Auction,neutral
930,October CAKE Emission Reduction,neutral
931,Distribute NFTPlatform Fee to PanCakeSquad Holder,neutral
932,NFT floor price chart,neutral
933,5 digit lottery,neutral
934,Use cake to purchase nft,neutral
935,Maximum Supply to Cake,neutral
936,Purposal for AUTO CAKE POOL APY,neutral
937,Pay fees with cake,neutral
938,Flexibles aprs in Syrups Pools,neutral
939,Cake NFT staking,neutral
940,Auto lottery tickets in cake pool,neutral
941,Proposal for Duelist King DKT IFO to be Hosted on PancakeSwap,neutral
942,5 burning to Squad holders,neutral
943,PCS gaming,neutral
944,Proposal to Boost the SPSBNB farm and a New Syrup Pool,neutral
945,NFT MARKET LISITING SUGGESTION bunks a full 11 fork of crypto punks,neutral
946,NFT Should Be Traded With Pancakeswap Native Token CAKE,neutral
947,Proposal for a Lazio Fan Token Syrup Pool and Farm,neutral
948,Referral System,neutral
949,ADD GBP,neutral
950,Support lossless lottery for auto cake pool,neutral
951,Feasibility study for DEFI vanilla options,neutral
952,Taking a bigger step to make CAKE deflationary,neutral
953,Lottery time reduction to 6 hours more CAKE burnt daily,neutral
954,Increase Cake stake limit to earn other coins,neutral
955,Lottery from 6 numbers to 5,neutral
956,What to do TONIGHT Brain,neutral
957,Bunnyville A Bunnys Journey game,neutral
958,Deflationary Pancakeswap,neutral
959,Special PancakeSquad NFT holders IFO  allocation,neutral
960,Stake CAKE earn BNB,neutral
961,Pay nft with cake,neutral
962,SuperFarm Syrup Pool,neutral
963,Proposal for a RAMP RAMP Syrup Pool and rUSD rUSD Farm Boost,neutral
964,Proposal for a  FEG  Feed Every Gorilla  FEG Syrup Pool,neutral
965,Proposal to Update the Duelist King DKT IFO and Syrup Pool Schedules,neutral
966,New Exchange Listings for CAKE,neutral
967,Support UBI,neutral
968,p2p market and autolending feature,neutral
969,Proposal to Boost the BMONBNB farm and a New Syrup Pool,neutral
970,Fixed IFO allocation for Pancake Squad Holders,neutral
971,Baby Badass NFT listing,neutral
972,IFO participation fee change,neutral
973,Prefarming syrup pools,neutral
974,Charity,neutral
975,Open Source Exchange and Ring Payment Gateway Services,neutral
976,Temporarily Freeze CAKE POOLS Price Recovery,neutral
977,cải tiến IFO,neutral
978,IFO,neutral
979,Gambling Table x NFT Increase Cake Burning,neutral
980,Cake NFT,neutral
981,Introduce halvings to CAKE,neutral
982,Proposal for Mines of Dalarnia DAR IFO to be Hosted on PancakeSwap,neutral
983,The Best Utility for NFTs for Better CAKE Tokenomics,neutral
984,Free for all NFT buy  sell page,neutral
985,Proposal for a Defina Finance FINA Syrup Pool and Farm,neutral
986,Rug pull insurance,neutral
987,Pool Senso,neutral
988,Créate pool SENSO,neutral
989,Stake NFTS to earn APR utility for nfts,neutral
990,IFO Weekly,neutral
991,Proposal for X World Games XWG Syrup Pool and Farm,neutral
992, Please Accept LOVEPOT TOKEN LOVE Proposal for Syrup Pool and Farm,neutral
993,Pancakesquad holder to have exclusive IFO allocation,neutral
994,Reduce the cost of participating in the lottery,neutral
995,建设V3,neutral
996,Fixed APR in the Syrup Pool,neutral
997,App AndroidIos,neutral
998,pancake best DEFI site,neutral
999,A physical Pancakeswap store,neutral
1000,Introduce PoolTogether Like Lottery,neutral
1001,Cancel base sales,neutral
1002,This is not accepted in our community,neutral
1003,Introduction of Cake Prediction  just like BNB prediction,neutral
1004,Dust Swap,neutral
1005,Proposal for a CryptoMines ETERNAL Syrup Pool and Farm,neutral
1006,Burn to the Moon,neutral
1007,Reduce Cake emission per block,neutral
1008,centic swap CNS in a cake pool,neutral
1009,Pool de BNB e BUSD,neutral
1010,Macarron,neutral
1011,Proposal to Boost the JGNBNB farm and a New Syrup Pool,neutral
1012,Auto stake cake,neutral
1013,Proposal to Boost the DVIBNB farm and a New Syrup Pool,neutral
1014,Proposal for FC Porto Fan Token PORTO IFO to be Hosted on PancakeSwap,neutral
1015,Bybit Referral Code  jY3gW,neutral
1016,cake domain,neutral
1017,Make Prediction Great again ,neutral
1018,Become a tenant in the Bloktopia VR metaverse,neutral
1019,LETS GET TRX BACK,neutral
1020,Proposal for a Dragon Kart KART Syrup Pool and Farm,bearish
1021,test,neutral
1022,when to da moon,neutral
1023,bsc有前景吗,neutral
1024,Make cake burn nonstop for 85 years or an automatically supporting economy,neutral
1025,Stake Cake to Earn BNB,neutral
1026,Force NFT purchases to be made via cake,neutral
1027,Should an airdrop be given to those who stake more than 50 CAKE,neutral
1028,Reduce Cake Emission for Syrup Pool,neutral
1029,Forever locked cake pool with high apy and burn mechanic,neutral
1030,What do you like most on Pancakeswap,neutral
1031,test111,neutral
1032,Price nfts in cake,neutral
1033,Pool with bnb,neutral
1034,Remove Cake Earnings,neutral
1035,Does cake need to provide cross chain services as soon as possible,neutral
1036,Proposal for a Seedifyfund SFUND Syrup Pool and Farm,neutral
1037,Is it possible to stablize the CAKE price through burning CAKE,neutral
1038,Do you trust PancakeSwap ,neutral
1039,Burning pool and contest,neutral
1040,Add rarity levels and new filters to NFTs,neutral
1041,New ifo participation form,neutral
1042,It is recommended that pancake develop its own public chain,neutral
1043,November CAKE Emission Reduction,neutral
1044,Increase Burn through NFT and Staking Function resulting in NEW TOKEN,neutral
1045,NFT Minting with CAKE and Create New TOKEN,neutral
1046,Proposal for a ZOO Crypto World ZOO Syrup Pool and Farm,neutral
1047,Winwin cake lottery,neutral
1048,Paying the gas price as Cake,neutral
1049,PANCAKESWAP REDEFINITION,neutral
1050,Make partnerships with food firms to bring CAKE and its NFTs to the masses,neutral
1051,cake100,neutral
1052,panke  will to 200,neutral
1053,Proposal for a Wolfible WOFT IFO Initial Farm Offering,neutral
1054,cake into gamefi,neutral
1055,cake to moon,neutral
1056,cake gogogo,neutral
1057,cake 可以涨多高,neutral
1058,check check,neutral
1059,cake up,neutral
1060,cake in dark,neutral
1061,Recommend pancake to make your own mobile wallet,neutral
1062,Cake V3 Smart Contract Decrease supply like BTC ,neutral
1063,Proposal for Santos FC Fan Token SANTOS IFO to be Hosted on PancakeSwap,neutral
1064,PancakeSwap会出链游吗,neutral
1065,cake今年能回到30u吗,neutral
1066,Add support multiple Blockchains,neutral
1067,说实话 大家 看好这个币吗 我被套了  要不要割肉,neutral
1068,cake大家在继续挖矿吗稳定币还是其他lp,neutral
1069,cake还能再创历史新高吗,neutral
1070,Proposal for Fix the Supply of Cake Token,neutral
1071,Reduce the price of tokens participating in crowdfunding,neutral
1072,Proposal v2 for Santos FC Fan Token SANTOS IFO to be Hosted on PancakeSwap,neutral
1073,Make PS a crosschain platform,neutral
1074,Star the pancake in your heart,neutral
1075,Votes with amount of HOLDERS NOT amount of CAKE,neutral
1076,Utility for PancakeSquad NFTs,neutral
1077,感觉cake没啥前景,neutral
1078,pancake nft avatars dont see much use at the moment hopefully the team will develop more community properties for avatars,neutral
1079,Why cake can not up,neutral
1080,Make an ariva pool again,neutral
1081,I hope to get a few more issues of quality IFO recent issues are increasingly not,neutral
1082,I hope the pancake exchange can grow bigger and stronger and share some of the pressure for Zhao Changpeng,neutral
1083,cake up,neutral
1084,Do you expect the pancake exchange to offer trading to mainland users after the end of the year,neutral
1085,CAKE is trapped to death should I cut the meat,neutral
1086,How do you think pancake marketing is doing,neutral
1087,If a new issue of IFO starts will you still participate,neutral
1088,If PANCAKE exchange brings a new wave of funding will it bring users a more hiode experience,neutral
1089,Im trapped with 20 Is it possible to get rid of it within a month,neutral
1090,Do you expect cake to send some substantial rewards to loyal users later,neutral
1091,Proposal for a Quidd QUIDD Syrup Pool and Farm,neutral
1092,Cake gamefi  mining world,neutral
1093,Pancakes price appreciation room,neutral
1094,The latest issue of IFO Do you want to participate,neutral
1095,Can the coin price reach 50U before the end of the year,neutral
1096,NEW CHEF PROPOSAL,neutral
1097,List all Cardano blockchain DeFi tokens ,neutral
1098,Auto harvest to cake auto pool,neutral
1099,cake 100,neutral
1100,check it out,neutral
1101,cake is the best of BSC,neutral
1102,cake rock,neutral
1103,cake2021年12月会到20美金吗,bearish
1104,Pink Shiba Inu,neutral
1105,狂暴牛市12月会来吗,neutral
1106,cake能单挖btc吗,bearish
1107,Community help needed  emergency matter of life,bearish
1108,DECENTRILAZED PERP MARKET,bearish
1109,Ipo proposal  to make at lease 4 ipo at month,bearish
1110,Will you continue to hold CAKE,bearish
1111,The IFO period needs to change Or the IFO system,neutral
1112,IFO Basic,neutral
1113,Proposal for a Nabox NABOX Syrup Pool and Farm,neutral
1114,Is there any hope for cake,neutral
1115,To the moon,neutral
1116,how about swap token without gas,neutral
1117,Roadmaps Higher Priority to Lending  Borrowing  Fixed Term Staking,bearish
1118,cake凉凉了吗,bearish
1119,cake会不会被baby取代,neutral
1120,We deserve a POAP,neutral
1121,Ödül,neutral
1122,Squad nft,neutral
1123,eth  will  better  than  btc,neutral
1124,Include option to bridge and include other networks,neutral
1125,明年会是GAMEFI年吗,neutral
1126,Add ability to convert single asset into dual LP simmilar to RAMP,neutral
1127,Bring Pancake Squad NFT utilitys,neutral
1128,Will matic be 3 by December 2021,neutral
1129,Cake need more scene use function,neutral
1130,If community autonomy can be achieved,neutral
1131,Suggestions to improve CAKE network nodes,neutral
1132,Cake need to increase the destruction function,neutral
1133,Whether you need to improve the IFO project threshold,neutral
1134,Why are pages so monotonous,neutral
1135,Add functionality for cross functional bridge,neutral
1136,If the CAKE needs to improve the destruction of much use,neutral
1137,Use CAKE for Pancakeswap online store,neutral
1138,CAKE suggested GAMEFI game,neutral
1139,DeFi GameFi whats next,neutral
1140,Fixed token burn,neutral
1141,Proposal for a XCarnival XCV Syrup Pool and Farm,neutral
1142,Proposal for Konstellation DARC Syrup Pool and Farm,neutral
1143,Proposal for Konstellation DARC Syrup Pool and Farm Official,neutral
1144,Adaptation of cake monster monsta token HyperDeflation Model,neutral
1145,赶紧搞gamefi吧同时参与ifo必须要锁仓一段时间,neutral
1146,Is cake the best DEX for money safety chain,neutral
1147,Can cake challenge the king of Uni,neutral
1148,Is cake a value investment,neutral
1149,Is cake the largest exchange in the BSC chain,neutral
1150,Communities can be more publicity,neutral
1151,Proposal for a Impossible Finance IDIA Syrup Pool and Farm,neutral
1152,Remove scam token ETERNAL syrup pool and farm,neutral
1153,we need cake,neutral
1154,cake upto 100,neutral
1155,CAKE Revolution  Stop Minting Max Supply and High Burn,neutral
1156,CAKE proposal out of a game,neutral
1157,Suggested that the need to promote more people to pledge,neutral
1158,Suggest a more IDO in drop form,neutral
1159,The multipoint NFT let pledge,neutral
1160,Insufficient community needs a better propaganda,neutral
1161,Add some more to project to the community,neutral
1162,Suggest a GAMEFI game,neutral
1163,Hope can more games,neutral
1164,Adding more nodes,neutral
1165,Will the arrival of future metaverse worlds be of great help to mankind,neutral
1166,Is the economic model of the cake still sustainable and empowering,neutral
1167,Will the cake rise to 100,neutral
1168,Increase unstaking fee time in the syrup pools,neutral
1169,现在适合抄底吗,neutral
1170,Proposal  for STAR SHARKS Token SSS IFO to be Hosted on PancakeSwap,neutral
1171,Proposal for Diviner Protocol DPT IFO to be Hosted on PancakeSwap feat New IFO 30 format,neutral
1172,quality improvement proposal,bullish
1173,cake,bullish
1174,Proposal for a Thetan Arena THG Syrup Pool and Farm,neutral
1175,Create a Comprehensive Welcome Video for New Members,neutral
1176,add more value for cake,neutral
1177,Proposal for new cake farms quoted into Cake,neutral
1178,Less emission,neutral
1179,should cake add a football lottery,neutral
1180,Its high time to bring the use cases for Pancake NFTs,neutral
1181,Futuro de PancakeSwap para los próximos años,neutral
1182,Bring to syrup pool a lot of coinstokens with a lot of zeros,neutral
1183,NFT marketplace for private own NFT,neutral
1184,Leave the IFO cak pool open for more IFO creditscore,neutral
1185,Information dashboard of farms i would like to see the holding for each pair,neutral
1186,Should Pancake burn cake faster by transaction fee,neutral
1187,NFT Stake Pool,neutral
1188,Create a Metaverse which Pancake Squad and Pancake Bunnies NFTs can be used in it,neutral
1189,Using CAKE for NFTs and the Win Tab,neutral
1190,introduce PCMobile Games to earn Cakes,neutral
1191,ADD Limit buySell in Trade section this will increase our Trade Volume,neutral
1192,Allow us to setup Limit Orders  Trading Grid Bots will burn more cake and higher apy,neutral
1193,METAVERSE PLANET,neutral
1194,Increase AutoCake APY to min 72,neutral
1195,Increase the FARM TUSDBUSD reward to 2x,neutral
1196,NFT Gifted to AutoStake Hodlers,neutral
1197,Add an 5 Year Transactions History and Buy In Price of Cryptos,neutral
1198,Pancakeswap on Polygon  Fantom,neutral
1199,Proposal for a CryptoCars CCAR Syrup Pool and Farm,neutral
1200,PCS NFT Market to be the OpenSea of BSC,neutral
1201,Proposal for a Highstreet HIGH Syrup Pool and Farm,neutral
1202,pancakeswap squad nft holders,neutral
1203,Stop CAKE pools auto compound on all other Pools,neutral
1204,Cake Army against inflation ,neutral
1205,btc 10w Before the end of the year,neutral
1206,ETH to 10k in 2022,neutral
1207,CAKE HAS NO INFLATIONARY FUTURE,neutral
1208,New Year Lottery,neutral
1209,Create a maximum supply for Cake tokens,neutral
1210,CAKE Launchpad for Fundraising,neutral
1211,Floki inu,neutral
1212,cake在2022年能到20U吗,neutral
1213,BTC会到10w刀吗,neutral
1214,Pool for SAND,neutral
1215,Will Pancaka become the Dao model of community selfgovernance in the future,neutral
1216,Historical Data On Our Investments,neutral
1217,We should add a maximum limit on END DATE on new proposals,neutral
1218,CAKE的auto存储池的收益能不能跑赢BTC的HODL,neutral
1219,Proposal for a Woonkly Power WOOP Syrup Pool and Farm,neutral
1220,Do you think cake should be connected to other chains to provide trading venues,neutral
1221,A,neutral
1222,Change the way to join IFOS,neutral
1223,cake会支持zksync二层吗,neutral
1224,cake在今年会涨到100usdt吗,neutral
1225,Cake PAD,neutral
1226,AmirEhsan,neutral
1227,Proposal for a GoldMiner GM Syrup Pool and Farm,neutral
1228,Deduct pool emissions to zero lead to Deflation we need cake to be deflation,neutral
1229,Is freedom more important than life,neutral
1230,Syrup Pools for BTT and WIN  farming,neutral
1231,Эмиссия,bearish
1232,Entering to Binance NFT Market,bearish
1233,Award System for those who make a good Proposal,bearish
1234,Reduction in FARMS reward and increase in SYRUP reward,neutral
1235,Proposal for a InsurAce INSUR Syrup Pool and Farm,bearish
1236,IFO on regular intervals,neutral
1237,CAKE will be 100 next month,neutral
1238,Create two new staking pools,neutral
1239,Emision change vote,neutral
1240,20220108 Pancakeswap Proposal,neutral
1241,Proposal for Froyo Games FROYO IFO to be Hosted on PancakeSwap,neutral
1242,Use Cake to pay for BSC fees,neutral
1243,Proposal for a Bomb Crypto BCOIN Syrup Pool and Farm,neutral
1244,Access to next IFO for PancakeSquad owners,neutral
1245,Proposal for Radio Caca RACA syrup pool and farm,neutral
1246,UBXS TOKEN VERIFIED LIST,neutral
1247,Pancake Swap needs a referral program,neutral
1248,Change one life for only 01 in cakewhy not,neutral
1249,Binance  best exchange in the world refferal code  CakeUser,neutral
1250,Huobi  Super Profitable Primelist Code   jjz46,neutral
1251,SOL  BNB Pool,neutral
1252,Proposal for an ApolloX APX Syrup Pool and Farm,neutral
1253,Presales on Pancakeswap,neutral
1254,Use stake rewards for lottery,neutral
1255,Proposal of a weekly Cake BullRun,neutral
1256,Proposal to Boost the AOGBUSD farm and a New Syrup Pool,neutral
1257,Dont want to be controversial but CAKE probably eventually needs to evolve its own chain,neutral
1258,Multi swap,neutral
1259,CAKE Chain CAKE own smart chain,neutral
1260,CAKE proposals allow responses but add a small fee in CAKE,neutral
1261,Create a game like Defi Kingdoms,neutral
1262,More football club crypto pools,neutral
1263,BURN MORE CAKE,neutral
1264,I propose Pancakeswap becomes its own blockchain,neutral
1265,Make IFO CAKE 4 with adding CAKE to liquidity ,neutral
1266,Reduce CAKE mint rate Reduce CAKE emissions,neutral
1267,Proposal for an ITAMCUBE Farm,neutral
1268,Turn Pancakeswap into a multichain DEX,bearish
1269,Offer loans on Pancakeswap using CAKE as collateral,bearish
1270,Use identity verification for IFOs,bearish
1271,Run as a parachain in polkadot,bearish
1272,prediction burn,bearish
1273,Metacake map and land selling,bearish
1274,Do you think PancakeSwap Should do a no loss Lottery as well ,neutral
1275,NEW REWARD TOKEN  NEW LP FEE STRUCTURE,bearish
1276,Murat,bearish
1277,Play card games with cake like poker,bearish
1278,Delete all Proposals that wiuth referal codes,bearish
1279,Add BTC Syrup pool,bearish
1280,Proposal for a Fuse Network FUSE Syrup Pool and Farm,bearish
1281,We need the price rising again,bearish
1282,test 2,bearish
1283,Speed up page loading,bearish
1284,Cardano Ada,bearish
1285,Change Landing page,bearish
1286,CAKE  Bridge,bearish
1287,Loan andor fixed term with the Cake,bearish
1288,League of Kingdoms  LOKA on  Farm and Syrup Pool ,neutral
1289,Cardana Ada Boosting,neutral
1290,Announcements,neutral
1291,Test new,neutral
1292,Proposal for a Ertha ERTHA Syrup Pool and Farm,neutral
1293,IFO 32 Proposal  In the name of small investors,neutral
1294,Pairing with cake,neutral
1295,Proposal for a Radio Caca RACA Syrup Pool and Farm,neutral
1296,Pancakeswap supply should be fixed at a max of 500 million tokens,neutral
1297,Cake coin supply and price increase,neutral
1298,New requirement of pancake Squad NFT,neutral
1299,MINI GAME Arcade,neutral
1300,Show on the website the circulating supply of the cake,neutral
1301,Pancake Bunnies Should get listed on Binance NFT,neutral
1302,Tokenomic Issues,neutral
1303,Cake coin burning and price increase,neutral
1304,Solana Implementation,neutral
1305,Solutions to revive the cake and increase the price of the cake,neutral
1306,Remove Manual Auto and IFO Cake pools from Syrup Pool,neutral
1307,Stake Cake to earn MIST MIST,neutral
1308,Achievement Point Milestone NFT Rewards,neutral
1309,Syrup Pools  Make Ends in on average 1520 days to make the APR bigger,neutral
1310,Proposal to Boost the SFUNDBNB farm and a New Syrup Pool,neutral
1311,Pancake to Add Trading Price Limits For Both Purchase and Sale Orders,neutral
1312,关于IFO与的上架代币的质量,neutral
1313,Always Show BUSD Value of Selected Assets in Exchange,neutral
1314,Changed the method of obtaining Cakeful Coins,neutral
1315,AutoLoto,neutral
1316,Light website,neutral
1317,Be able to see and revoke any of your approved smart contracts,neutral
1318,Deflate CAKE,neutral
1319,Make XXXCAKE pairs mandatory for community tokens,neutral
1320,MultiRewards Pool,neutral
1321,Mini App on Binance,neutral
1322,Cake Max Supply and ifo,neutral
1323,Give Squad rarity some purpose,neutral
1324,help a fellow cake lover out,neutral
1325,Proposal for Era7 Game of Truth ERA IFO to be Hosted on PancakeSwap,neutral
1326,Proposal for a Alchemy Pay ACH Syrup Pool and Farm,neutral
1327,IFO Private sell Should have more  of allocation,neutral
1328,Pancakeswap casino and purchase of game items,neutral
1329,Limit the supply of CAKE and increase the burn,neutral
1330,Limit of cake supply and higher burn,neutral
1331,Higher burn and cake limit,neutral
1332,Proposal for a BitTorrent BTT Syrup Pool and Farm,neutral
1333,Feature where your cake is automatically staked into new pools,neutral
